1,1,1,0,114,0,0,0,3,0,6,0,0,0,0,66,1,0,0,2,0,0,0
1,1,1,0,147,0,0,0,3,0,6,0,0,0,0,73,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,6,0,0,0,0,66,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,7,0,0,0,0,76,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,9,0,0,0,0,100,0,0,0,2,0,0,0
1,1,1,0,114,0,1,0,3,0,10,0,0,0,0,106,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,6,0,0,0,0,106,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,8,0,0,0,0,106,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,4,0,7,0,0,0,0,108,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,9,0,0,0,0,108,1,0,0,2,0,0,0
1,1,1,0,114,0,1,0,3,0,8,0,0,0,0,108,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,10,0,0,0,0,108,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,9,0,0,0,0,108,2,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,7,0,0,0,0,108,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,7,0,0,0,0,108,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,14,0,0,0,0,128,0,0,0,2,0,0,0
1,1,1,0,114,0,1,0,3,0,13,0,0,0,0,128,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,12,0,0,0,0,128,0,0,0,2,0,0,0
1,1,1,0,114,0,1,0,4,0,12,0,0,0,0,130,0,0,0,2,0,0,0
1,1,1,0,114,0,1,0,3,0,7,0,0,0,0,130,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,16,0,0,0,0,132,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,4,0,10,0,0,0,0,132,0,0,0,2,0,0,0
1,1,1,0,114,0,1,0,3,0,10,0,0,0,0,132,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,11,0,0,0,0,132,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,9,0,0,0,0,134,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,8,0,0,0,0,134,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,14,0,0,0,0,134,0,0,0,2,0,0,0
1,1,1,0,114,0,1,0,3,0,12,0,0,0,0,134,0,0,0,2,0,0,0
1,1,1,0,114,0,1,0,3,0,8,0,0,0,0,134,0,0,0,2,0,0,0
1,1,1,0,114,0,0,0,3,0,9,0,0,0,0,134,1,0,0,2,0,0,0
1,1,1,0,114,0,1,0,3,0,11,0,0,0,0,134,0,0,0,2,0,0,0
1,1,1,0,114,0,1,0,3,0,15,0,0,0,0,134,1,0,0,2,0,0,0
