1,1,1,0,114,0,0,0,6,0,9,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,149,0,0,0,6,0,10,0,0,0,0,89,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,10,0,0,0,0,88,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,9,0,0,0,0,88,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,10,0,0,0,0,89,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,8,0,0,0,0,86,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,8,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,6,0,0,0,5,0,9,0,0,0,0,86,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,8,0,0,0,0,86,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,6,0,9,0,0,0,0,88,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,9,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,6,0,9,0,0,0,0,89,1,0,0,2,0,0,0
1,1,1,0,149,0,0,0,6,0,9,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,5,0,9,0,0,0,0,86,1,0,0,2,0,0,0
1,1,1,0,149,0,0,0,6,0,9,0,0,0,0,88,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,8,0,0,0,0,86,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,9,0,0,0,0,88,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,9,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,219,0,0,0,5,0,9,0,0,0,0,86,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,8,0,0,0,0,86,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,8,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,5,0,9,0,0,0,0,86,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,9,0,0,0,0,88,1,0,0,2,0,0,0
1,1,1,0,149,0,0,0,6,0,9,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,6,0,9,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,6,0,9,0,0,0,0,88,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,5,0,9,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,5,0,9,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,6,0,9,0,0,0,0,89,1,0,0,2,0,0,0
1,1,1,0,149,0,0,0,6,0,9,0,0,0,0,88,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,5,0,9,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,6,0,9,0,0,0,0,88,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,6,0,9,0,0,0,0,89,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,6,0,9,0,0,0,0,89,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,6,0,9,0,0,0,0,88,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,5,0,9,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,219,0,0,0,5,0,9,0,0,0,0,85,1,0,0,2,0,0,0
1,1,1,0,149,0,0,0,6,0,10,0,0,0,0,88,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,5,0,9,0,0,0,0,85,1,0,0,2,0,0,0
1,1,1,0,114,0,0,0,5,0,10,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,219,0,0,0,5,0,10,0,0,0,0,87,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,5,0,9,0,0,0,0,86,1,0,0,2,0,0,0
1,1,1,0,244,0,0,0,5,0,9,0,0,0,0,86,1,0,0,2,0,0,0
1,1,1,0,154,0,0,0,3,0,13,0,0,0,0,78,2,0,0,2,0,0,0
2,1,1,0,114,0,0,0,13,0,10,0,0,0,0,102,1,0,0,4,0,0,0
2,1,1,0,114,0,0,0,13,0,11,0,0,0,0,104,1,0,0,4,0,0,0
2,1,1,0,114,0,0,0,13,0,10,0,0,0,0,95,1,0,0,4,0,0,0
2,1,1,0,114,0,0,0,13,0,11,0,0,0,0,96,1,0,0,4,0,0,0
2,1,1,0,114,0,0,0,13,0,11,0,0,0,0,102,1,0,0,4,0,0,0
2,1,1,0,114,0,0,0,13,0,11,0,0,0,0,96,1,0,0,4,0,0,0
2,1,1,0,114,0,0,0,13,0,11,0,0,0,0,97,1,0,0,4,0,0,0
1,1,1,0,114,0,0,0,3,0,8,0,0,0,0,72,1,0,0,2,0,0,0
2,1,1,0,114,0,0,0,6,0,8,0,0,0,0,87,1,0,0,2,0,0,0
2,1,1,0,114,0,0,0,6,0,8,0,0,0,0,80,1,0,0,2,0,0,0
2,1,1,0,114,0,0,0,6,0,9,0,0,0,0,81,1,0,0,2,0,0,0
2,1,1,0,114,0,0,0,6,0,9,0,0,0,0,89,1,0,0,2,0,0,0
2,1,1,0,114,0,0,0,6,0,9,0,0,0,0,87,1,0,0,2,0,0,0
2,1,1,0,114,0,0,0,6,0,9,0,0,0,0,81,1,0,0,2,0,0,0
2,1,1,0,114,0,0,0,6,0,8,0,0,0,0,88,1,0,0,2,0,0,0
2,1,1,0,114,0,0,0,6,0,9,0,0,0,0,88,1,0,0,2,0,0,0
2,1,1,0,114,0,0,0,6,0,8,0,0,0,0,80,1,0,0,2,0,0,0
2,1,1,0,114,0,0,0,6,0,8,0,0,0,0,86,1,0,0,2,0,0,0
2,1,1,0,114,0,0,0,6,0,8,0,0,0,0,80,1,0,0,2,0,0,0
